ConceptScheme URI,http://w3id.org/bod-vocab/,,,
PREFIX,bvc,http://w3id.org/bod-vocab/,,
PREFIX,aat,http://vocab.getty.edu/aat/,,
dc:creator,Bodleian Library,,,
dct:rights,https://creativecommons.org/licenses/by/4.0/,,,
,,,,
URI,skos:prefLabel@en,skos:exactMatch,skos:closeMatch,skos:broadMatch
bvc:a1c23f7c-1319-4340-b8a2-881da7a3a2c2,borders,aat:300010252,,
bvc:3901dfc4-a75e-493c-a0f3-ebbcd495906e,attached,aat:300010271,,
bvc:270e99b3-fdd1-49a0-98f1-a15f9684d12f,centre,aat:300010272,,
bvc:4049c587-88f9-4db1-907f-567938445322,outside,aat:300010277,,
bvc:25dd9326-c5c2-47ec-ae33-ab0a9965637c,inside,aat:300010279,,
bvc:ef529fe4-9fb8-46c2-8130-42fa71607f15,sides,aat:300010289,,
bvc:24f97f0d-2d23-4b9b-afbc-e9523175c184,verso,aat:300010292,,
bvc:c4803b8e-0ca5-42f2-804e-594b1ee55b83,metal,aat:300010900,,
bvc:54d58a0a-a7ee-4948-8f36-9bcd008d70b9,brass,aat:300010946,,
bvc:1888fa9e-2aac-47be-9fc4-8e49dba0bf1a,gelatine,aat:300011812,,
bvc:40137aae-f3c1-4d92-a4fd-3ea7712d5c32,wood,aat:300011914,,
bvc:007fd6ce-1d84-4b25-9e81-4f8e521ea027,beech wood,aat:300011948,,
bvc:e7617fc2-4331-4a48-b671-c4b0af964269,dye,aat:300013029,,
bvc:dfc68bd7-0513-4d65-b5c0-94c91d60f01d,fibres,aat:300014024,,
bvc:c3aa837f-387e-4da0-a48c-acf8d1817f1a,hemp,aat:300014043,,
bvc:41364e21-fe25-412f-b90a-5dc7a9b25962,paper,aat:300014109,,
bvc:16b01476-3767-4d6a-83cb-b7d52ad36498,blotters,aat:300014148,,
bvc:2d0b5000-0a2f-491c-ad6e-671a4760f676,mill board,aat:300014233,,
bvc:749720c4-028b-410d-891b-94d913e3c147,mount board,aat:300014237,,
bvc:9d4a0044-52b3-4090-87c4-daceef6b16c0,cord,aat:300014247,,
bvc:67780032-b759-4f2a-801e-18302ee32962,boards (flat objects),aat:300014616,,
bvc:77f4e34a-635b-4f5c-a104-87fb6f7d8226,adhesive,aat:300014801,,
bvc:88a53cfd-5102-4db2-9118-e3b792bce6fe,glue,aat:300014815,,
bvc:0c2fceae-760b-4a9e-848c-178fde8515b4,stain,aat:300014968,,
bvc:dbd30db6-2106-44eb-ae96-84f241f5dd7a,wedges,aat:300024101,,
bvc:7bb475ec-5535-47c8-9542-94b68044fd88,knife,aat:300024668,,
bvc:94d7f47c-a1d9-4d50-bf1d-055dbaa82171,brush,aat:300024760,,
bvc:27c12f35-d672-4c92-a1fa-75702b42da5d,pins,aat:300036423,,
bvc:1640aca4-3b14-4ee6-9e2f-f5cf6fc10327,bosses,aat:300047259,,
bvc:2cad0d96-ed4d-41c8-9ead-0c95961149bb,straps,aat:300049015,,
bvc:a90a5536-af54-4d38-91a2-4dc8d942759b,glueing,aat:300053012,,
bvc:1dde836d-4f06-4d04-8843-f30651e74b05,pasting,aat:300053013,,
bvc:99d9eb7e-646f-4714-b98f-d0f88c6cf49d,pinning,aat:300053018,,
bvc:734405d0-2e5f-4e34-a126-1ab6ac14483a,cleaning,aat:300053027,,
bvc:b25d38c5-d851-4aaf-9d21-2056d413e93b,washing,aat:300053042,,
bvc:8f7a0bef-7c29-4c2e-8136-188011255f06,discoloration,aat:300053045,,
bvc:032f0765-6958-4e82-8d16-7f76e0b8be6d,dyed,aat:300053049,,
bvc:6f580c45-6209-4253-9562-b46b306a2717,dyeing,aat:300053049,,
bvc:b0a68006-b494-4a9a-a36c-bdc4da758276,stained,aat:300053058,,
bvc:e888dad9-62fb-44c2-852b-a9c83d38f1e0,staining (coloring),aat:300053058,,
bvc:d4cb1e41-dd40-4c86-a8e0-d11a49575573,toned,aat:300053059,,
bvc:5c61097d-b5d6-4b4c-ae01-54c53a8d05fb,tinted,aat:300053059,,
bvc:3a43912d-2463-42c2-87d9-87768cd59385,cutting,aat:300053069,,
bvc:c3e46dd1-622e-4a12-8fba-ee3cba6d9d65,trimmed,aat:300053074,,
bvc:1dd10712-d62b-4b01-b365-caeee3727baa,sanding,aat:300053080,,
bvc:6db1e446-9cae-4615-b5e9-a79a4f4ce9df,broken,aat:300053083,,
bvc:4b255c0e-03ca-402d-a2fa-9ccdb7e4d882,infilling,aat:300053092,,
bvc:f53d36d8-24d2-42b2-b1a5-caca80f1d4a2,filling,aat:300053092,,
bvc:98325aa4-e850-4b85-a50e-cc0ec485fabc,bevelling,aat:300053102,,
bvc:43edce6b-0404-49c1-9ec0-567c283d864b,stitching,aat:300053660,,
bvc:bfc39c2e-893f-4723-9999-bfde1e36bf06,scraping,aat:300053711,,
bvc:8f47d345-d392-4eef-9b64-9f332d81faa1,repaired,aat:300053737,,
bvc:8847f1fc-a0a3-41de-8565-7f759f064f22,repairing,aat:300053737,,
bvc:b54fa745-09af-4708-bb05-23bf4eb0622b,drying,aat:300053758,,
bvc:0d718109-f085-4e63-93b0-58ad321788b7,supporting,aat:300053768,,
bvc:5a65c614-812d-48f9-b92a-9e802cf4680f,sizing,aat:300053874,,
bvc:26c43c1f-6857-47d3-857c-ae3667e84796,tooling,aat:300053876,,
bvc:b3eb813d-3330-4e0e-bd59-825d5b81ef37,retanning,aat:300053944,,
bvc:03f12b06-a225-4293-b70a-65444b17f172,cracked,aat:300054124,,
bvc:b4e3fcad-ab72-4e33-b367-bb742447b1a3,pitted,aat:300054130,,
bvc:7af9029c-12c0-417a-97c6-2be51ae94ded,spine,aat:300055026,,
bvc:3427c7db-bf50-466d-8667-74a5f1e7e1ca,brittle,aat:300056193,,
bvc:6567d1c1-380f-4766-9ff5-e42efe699d55,rigid,aat:300056199,,
bvc:543cc45e-c8b4-4a45-b7f3-8bdbeeafbb2c,upper,aat:300078785,,
bvc:66848da0-f06d-410a-b337-e4694dcde436,recto,aat:300078817,,
bvc:66080d12-89e2-4937-bf08-cc9dcc038380,lower,aat:300078823,,
bvc:d8697bc2-702d-442e-946c-212a45bf5616,foxing,aat:300078853,,
bvc:7c001186-975e-4b38-9567-9925a69e87f5,leaves,aat:300115833,,
bvc:05873120-5bb8-49e2-9bac-58fee13fa64a,insert,aat:300123227,,
bvc:91fede93-fdf0-40cd-970e-92a0bc2af847,red,aat:300126225,,
bvc:73f242e7-6cfd-42cf-acbe-f87408cd3bbd,brown,aat:300127490,,
bvc:ecc6ecd7-5baa-4a45-bbb6-df7858ff272f,blue,aat:300129361,,
bvc:a81df4d7-8802-46c2-b466-50b8a2610ae5,white,aat:300129784,,
bvc:f9c0576e-f96f-4272-a5a3-01f676961a96,distortion,aat:300155059,,
bvc:97c653f8-931b-4bc6-ac47-da30f9dcf925,lining (technique),aat:300162124,,
bvc:0f4cb52f-5d60-4dc2-a1a3-12713ad44951,cloth,aat:300162391,,
bvc:83313d5d-2dbf-4ad7-8c0a-fc557d89129b,fragile,aat:300191598,,
bvc:4a04187f-a135-4d31-9143-27c8ca744129,flyleaves,aat:300195150,,
bvc:4d7fa7c2-46cd-4d4d-b51e-0b4fb551afae,fore-edge,aat:300195151,,
bvc:ff9d129c-e1d2-49a0-9ab1-7d02ea0ac106,endbands,aat:300195163,,
bvc:fa9721fb-8bd0-47a5-9902-91422dce07f7,dry,aat:300195439,,
bvc:880f1be0-c6dd-40eb-a89d-f046d9219ba9,covering material,aat:300196838,,
bvc:0b53aea3-e769-4d0c-8f08-2f17a993f0c8,hollowBack,aat:300202324,,
bvc:978e5e4d-4c2e-4e5d-89b8-9f4befb3a71c,tightBack,aat:300202334,,
bvc:47f578d1-b3aa-4449-a5f2-4e4d2088c1cd,boards,aat:300202819,,
bvc:f78d77b5-b714-49ab-bdb8-f5c18f8b2f75,pastedowns,aat:300208775,,
bvc:96da43f3-8f71-4bb5-a72d-61fdad74c357,cracks,aat:300209168,,
bvc:f96a0c99-d68c-4f43-8e14-beda4c05f35b,friable,aat:300209172,,
bvc:2012c0b0-1ce1-4afb-9c1f-8ad633a51021,endleaves,aat:300209357,,
bvc:1a58ee51-0425-4b3b-a5fe-6a0033125226,case,aat:300211478,,
bvc:2692f08c-68a2-4e0f-8ab9-88ad2feab8f8,archival,aat:300218588,,
bvc:b8a51390-72f9-46cc-9c06-55b8955a50bb,worn,aat:300219449,,
bvc:052606e4-dbb6-45a4-8ab6-9eb920ae7203,natural,aat:300219527,,
bvc:0bed6f5f-3045-4fc8-ad6c-64d861751c6e,dry cleaning,aat:300219637,,
bvc:22edccf3-82e0-48e7-a713-ba7d3ccc2739,consolidation,aat:300219960,,
bvc:fb55256f-4206-4e49-9009-57500ffed262,deacidifying,aat:300220267,,
bvc:b47f9e6f-c3cd-4372-b152-cae76a1b09ed,in situ,aat:300220837,,
bvc:a9ac50ad-d9ba-4395-8148-786616104e72,reinforcing,aat:300223809,,
bvc:f5de2c1f-889c-4cc6-82f5-d9fb7c3c1524,yellowing,aat:300225196,,
bvc:ba194025-33cb-4550-a581-6bf73bf84982,humidification,aat:300226357,,
bvc:683d74d8-b3c7-4d21-8e7c-aea8ae7665f2,lining,aat:300227846,,
bvc:6050089b-1191-4d4c-af0c-c1c4cfb6a439,pleats,aat:300227874,,
bvc:21a43de8-0e08-4993-838f-b463af1a100a,cockling,aat:300228335,,
bvc:f0c3fbe3-ed2e-4668-a253-d8b272d0f828,pleating,aat:300228556,,
bvc:d0d15650-9778-47fa-9707-672dbaf9e3e6,degraded,aat:300228676,,
bvc:a624bc55-cea8-473a-a960-83529bf436aa,creasing,aat:300228802,,
bvc:3a266169-d6fc-4d12-a450-96ff44182c18,insect damage,aat:300230031,,
bvc:0dd711bc-7767-4605-b71a-8acfd083ea06,ply,aat:300232088,,
bvc:984501a0-7dcc-48a4-9cf9-e36bd3320fd1,cut,aat:300234157,,
bvc:36a06812-89f3-4d36-833a-6fcc987994e3,clasps,aat:300239507,,
bvc:07fb76a7-7255-4324-a4d0-bd4ced9612c1,folding,aat:300247923,,
bvc:704b35eb-6457-457a-bc67-4c8cca0afefc,guard,aat:300248893,,
bvc:faa498dc-add3-469e-910f-634b319b4d6d,blind tooling,aat:300252855,,
bvc:9c7223c4-8f85-49cb-9f6b-62ddb58416ac,tearing,aat:300252881,,
bvc:2137ed58-7bbf-4dd9-b0d6-45f000cd53d1,bands,aat:300253047,,
bvc:1414cf88-27ad-4a6a-82c0-ddcc14e2ae60,thongs,aat:300253096,,
bvc:4c7df360-c7bf-4fac-a435-87a8bf491855,slips,aat:300253125,,
bvc:4580c550-2663-4b8e-9eb6-bfd0c7242790,head,aat:300253129,,
bvc:6328164f-98e0-4fe2-b027-957a0cb087c3,tail,aat:300253132,,
bvc:98b039df-6fa1-432b-bac3-5157bda02b39,turn-in,aat:300253949,,
bvc:ba60d6d3-2fb0-4eec-a24a-2b2c866aa274,gold tooling,aat:300256003,,
bvc:25b06a26-762d-4f7e-b423-9f4451e0c333,lifted,aat:300256571,,
bvc:dc938e11-20e8-49ba-98ab-10fa33ea2ae4,lifting,aat:300256571,,
bvc:46e87140-1d9a-4356-84b3-77705b4eb246,hairside,aat:300256998,,
bvc:9999c9bb-ab2c-48a7-8229-5cf7964b908c,fleshside,aat:300257010,,
bvc:452f6652-51d2-4629-bb65-66c72c19f62a,pulling,aat:300257582,,
bvc:b3119a3e-99ce-4cce-a2f9-b6763e872738,tying up,aat:300261471,,
bvc:395c51b9-0621-46c8-b0c5-ffdc1989194b,lacing in,aat:300261489,,
bvc:ab709bf9-f6e0-455e-a4cf-e9c2d28ba994,rebacked,aat:300261509,,
bvc:4b0d6764-8362-451d-bce0-12a941ae43c5,rebacking,aat:300261509,,
bvc:9390e72f-cae7-48e8-939c-696c4028024b,spine lining,aat:300261522,,
bvc:5fcf7aef-291f-462f-9344-f676cfaff72f,sewing,aat:300261537,,
bvc:28829c4c-8128-4582-aeea-0814efbcb09e,all-along,aat:300261540,,
bvc:4298a7b3-d07f-412c-b376-7b7e135ebcc0,oversewing,aat:300261551,,
bvc:aa91a4e1-d589-431b-bfd0-26630a991a15,kettles,aat:300261564,,
bvc:68aaf302-edfe-4f76-9454-c637ad07f969,sewing stations,aat:300261572,,
bvc:13c13819-e75a-45b5-8434-8458512b1cdb,two-on,aat:300261674,,
bvc:7f5f1e60-a9b7-406f-83c5-5f59372c88d5,paring,aat:300261726,,
bvc:098832af-cc82-40e8-96ce-153f1d1264d2,tie-downs,aat:300261780,,
bvc:e48a1308-9ed3-4ece-a1af-eb6f3de306e6,edges,aat:300263012,,
bvc:a882b2a3-66f9-40c1-bfa9-7cb82706aebf,grain layer,aat:300263095,,
bvc:bd4067c5-8fb0-437e-b1e2-6e41a16d42cd,splitting,aat:300263219,,
bvc:18746829-c696-4563-825c-4fbbb00f8601,losses,aat:300263354,,
bvc:4be59f87-fdeb-4424-af8d-81a92cf47bde,mull,aat:300263577,,
bvc:645c3a83-f5b9-4948-a267-d76ddf8b58e0,corner plates,aat:300263627,,
bvc:3ef9e52f-16f0-4e34-b41e-995545522257,core (endband),aat:300263628,,
bvc:e5647f01-0348-4d08-afc9-947b8cb680c6,sewing supports,aat:300263631,,
bvc:5473370c-ef2c-40d4-bfd1-c4b51e9164c5,infill,aat:300264840,,
bvc:c6a871bf-e46d-4056-98b1-2a0d5192c79d,detaching,aat:300264843,,
bvc:e588163d-e3a4-4df2-8a81-adb38410f43e,Fol.,aat:300265438,,
bvc:6cc31ada-4e16-48d1-865e-1d7a6dc0df5d,4to,aat:300265439,,
bvc:4af97614-9c76-496d-81fa-6832c3019dc5,8vo,aat:300265440,,
bvc:9157fea1-4023-47f0-b6c5-792ab7b10ba8,16mo,aat:300265441,,
bvc:7af080c9-9e32-4382-82d8-9187ca7aad7e,32mo,aat:300265442,,
bvc:fb5722fe-11bf-48db-ab7f-9b00b0b76385,64mo,aat:300265443,,
bvc:c2bbb2fb-6586-4465-82a8-ad56c4a356f5,12mo,aat:300265445,,
bvc:0ecc3e31-66bd-489c-96ae-fe9523729275,corners,aat:300266471,,
bvc:2d239a6d-8a73-4204-b5bd-9535bd236aba,link-stitch,aat:300310097,,
bvc:ea21dbfe-88e7-4d53-b92c-dbb16891b28a,flush,aat:300375747,,
bvc:7456dbc2-2790-4411-92bd-bcad2a9eab53,mm,aat:300379097,,
bvc:920e8e48-86bd-4391-8963-3e2e7d06ffee,inch,aat:300379100,,
bvc:a79ca506-76a3-45a2-87c5-c97c27c0d9ef,water damage,aat:300379358,,
bvc:94c6653d-fc73-41ee-835b-dcc7890c4a65,staining,aat:300379497,,
bvc:3d0357fe-3da9-45eb-a61f-16c0d4567270,magnesium bicarbonate,aat:300379872,,
bvc:efb11821-8f9e-4d16-a2b9-45837a2162ca,hydroxypropyl cellulose,aat:300379929,,
bvc:edf012af-4caf-4312-b21e-ff78a8797a95,methyl magnesium carbonate,aat:300386440,,
bvc:f4d55db1-b5c0-45ae-aaa0-6d3f0b50b8e7,slotting,aat:300386774,,
bvc:42849bc0-ea2f-4aca-aa6b-eb876733e62f,rehitched,aat:300387405,,
bvc:fb8d96bf-f6f3-4a3e-bf4c-5cad8cb4b4b4,rehitching,aat:300387405,,
bvc:03c14e0c-1254-484b-b0ac-22215684c4c3,reattaching,aat:300387405,,
bvc:eb03e2e1-248c-41e1-b7b7-10394a682d06,aluminium alkoxide,aat:300387590,,
bvc:5c3989c9-147f-49c8-b0d8-f304363c7ebf,bowing,aat:300389996,,
bvc:569b76e1-aa35-4f51-8b01-63089fc4f317,damaged,aat:300404520,,
bvc:b1e6c630-c445-47cd-b686-a150674a00b1,polyester film,aat:300417287,,
bvc:b6dccca8-c50a-44b2-a0f8-ad4e7d4280da,needles,aat:300421870,,
bvc:04ecb33c-cdc0-4a99-b641-e3e3f2ae5556,spatula,aat:300435312,,
bvc:3614c25b-fa67-40b1-8b6a-0da013f5ca89,brushing,aat:300438802,,
bvc:7a6e7a4a-2a5a-4c0f-b989-07b4a2a447db,pasteboard,aat:300162474,,
bvc:90e9f758-b536-481e-8730-6dd2e1ceaecc,catchplates,,,aat:300033359
bvc:7453ba43-c80f-403e-9373-c5b4077ac729,flat,,,aat:300055026
bvc:5468b31e-b76c-4709-bb23-96c933395e21,round,,,aat:300055026
bvc:4eb03cdf-beb2-4785-a819-515bc3b000fe,slight round,,,aat:300055026
bvc:71531e9b-e28c-4be9-b83d-d0958a9c3199,full,,,aat:300196838
bvc:05e79462-cf4f-4c1c-b06b-204748b38718,half,,,aat:300196838
bvc:ef52f538-ab6c-46ed-b181-f24008e82165,quarter binding,,,aat:300196838
bvc:06d51cb6-c495-4968-9929-a32f85443e96,spine (cover),,,aat:300196838
bvc:06033130-5500-40e3-aba7-9d3d0fd0a862,slip lacing,,,aat:300261489
bvc:4b14e55a-5a1a-48a9-863c-ddc248685c84,comb lining,,,aat:300261522
bvc:d36b73f6-c7fc-4d10-b11c-efe90fef4953,panel,,,aat:300261522
bvc:ccf0d6c1-6918-4226-9c99-1e4ce9260dd5,'herring bone',,,aat:300261537
bvc:f0a99e1b-472b-4001-baef-4914423975e4,primary sewing (endband techniques),,,aat:300261537
bvc:eb055744-5f87-47d7-b238-710d6b3af06b,front bead,,,aat:300261776
bvc:deae0818-e7a4-4d0f-8d97-f088f038493a,double,,,aat:300263631
bvc:2010e2ab-53ab-4165-b577-dc0373b45a1a,single,,,aat:300263631
bvc:869351d4-e59a-46e1-9dd3-0bbeb926d739,split-strap,,,aat:300263631
bvc:f0e4c8e2-019b-4d59-a680-2d723e0f80f5,strap-type sewing supports,,,aat:300263631
bvc:864829d6-1be6-4b6a-8906-f3787e31abcb,twisted,,,aat:300263631
bvc:e968e700-5654-42a5-9cfc-1a809d7a4486,recessed,,,aat:300263631
bvc:22b67f8f-1930-4d03-8917-d397e18328be,sawn-in,,,aat:300263631
bvc:31536755-4a15-4ec7-ac7f-b544b1a1f140,alum-tawed leather,,aat:300263575,
bvc:d08c472b-f2d1-4705-9595-72266f36cd70,parchment,aat:300011851,,
bvc:fa02a379-6d27-429f-84be-055799c1c369,tanned leather,aat:300011845,,
